"0","1","2","3","4","5","6","7","8"
"Universitas Pendidikan Muhammadiyah Sorong","Pendidikan Teknologi Informasi","S1","14","989/SK/BAN-PT/Ak-PNB/S/I/2020","2020","C","2024-05-07","Masih berlaku"
"Universitas Pendidikan Muhammadiyah Sorong","Pendidikan Matematika","S1","14","987/SK/BAN-PT/Ak-PNB/S/I/2020","2020","B","2022-10-31","59 hari lagi kadaluarsa"
"Universitas Pendidikan Muhammadiyah Sorong","Pendidikan Jasmani","S1","14","984/SK/BAN-PT/Ak-PNB/S/I/2020","2020","B","2022-11-28","87 hari lagi kadaluarsa"
"Universitas Pendidikan Muhammadiyah Sorong","Pendidikan Guru Sekolah Dasar","S1","14","985/SK/BAN-PT/Ak-PNB/S/I/2020","2020","B","2022-12-12","101 hari lagi kadaluarsa"
"Universitas Esa Unggul","Manajemen Informasi Kesehatan","D-IV","03","1102/SK/BAN-PT/Ak-PNB/ST/I/2020","2020","B","2023-10-10","Masih berlaku"
"Sekolah Tinggi Manajemen Informatika Dan Komputer Indo Daya Suvana","Teknik Informatika","S1","03","1055/SK/BAN-PT/Ak-PNB/S/I/2020","2020","C","2023-05-30","Masih berlaku"
"Sekolah Tinggi Manajemen Informatika Dan Komputer Indo Daya Suvana","Sistem Informasi","S1","03","1062/SK/BAN-PT/Ak-PNB/S/I/2020","2020","C","2024-10-31","Masih berlaku"
"Universitas PGRI Adi Buana","Pendidikan Ekonomi (Kampus Kab. Lamongan)","S1","07","1020/SK/BAN-PT/Ak-PNB/S/I/2020","2020","B","2024-03-26","Masih berlaku"
"Universitas Muhammadiyah Metro","Hukum","S1","02","1098/SK/BAN-PT/Ak-PNB/S/I/2020","2020","A","2024-03-06","Masih berlaku"
"Universitas Sriwijaya","Ilmu Komputer","S2","","1010/SK/BAN-PT/Ak-PNB/M/I/2020","2020","B","2023-11-06","Masih berlaku"
"STIA-Lembaga Administrasi Negara Makassar","Administrasi Pembangunan Negara","S2","","1108/SK/BAN-PT/Akred/M/I/2020","2020","B","2025-01-28","Masih berlaku"
"IAIN Tulungagung","Komunikasi Dan Penyiaran Islam","S1","","1109/SK/BAN-PT/Akred/S/I/2020","2020","B","2025-01-28","Masih berlaku"
"Universitas Islam Jakarta","Pendidikan Agama Islam","S2","03","1143/SK/BAN-PT/Ak-PNB/M/I/2020","2020","A","2024-07-16","Masih berlaku"
"Universitas Teknologi Mataram","Teknik Informatika","S1","08","1149/SK/BAN-PT/Ak-PNB/S/I/2020","2020","C","2024-05-14","Masih berlaku"
"Universitas Adhirajasa Reswara Sanjaya","Manajemen","S1","04","1173/SK/BAN-PT/Ak-PNB/S/I/2020","2020","B","2024-08-06","Masih berlaku"
"Universitas Adhirajasa Reswara Sanjaya","Manajemen","S2","04","1172/SK/BAN-PT/Ak-PNB/M/I/2020","2020","B","2024-10-23","Masih berlaku"
"Universitas Amikom Purwokerto","Informatika","S1","06","1151/SK/BAN-PT/Ak-PNB/S/I/2020","2020","B","2023-03-20","Masih berlaku"
"Universitas Jenderal Soedirman","Ekonomi","S3","","1127/SK/BAN-PT/Ak-PNB/D/I/2020","2020","B","2024-11-12","Masih berlaku"
"Universitas Jenderal Soedirman","Peternakan","S3","","1126/SK/BAN-PT/Ak-PNB/D/I/2020","2020","B","2024-04-24","Masih berlaku"
"Universitas Jenderal Soedirman","Biologi","S2","","1115/SK/BAN-PT/Ak-PNB/M/I/2020","2020","A","2024-04-10","Masih berlaku"
"Universitas Jenderal Soedirman","Administrasi Publik","S1","","1117/SK/BAN-PT/Ak-PNB/S/I/2020","2020","A","2023-09-12","Masih berlaku"
"Universitas Jenderal Soedirman","Budi Daya Ternak","D-III","","1124/SK/BAN-PT/Ak-PNB/Dipl-III/I/2020","2020","A","2023-10-15","Masih berlaku"
"Universitas Islam Negeri Sunan Gunung Djati","Tasawuf Dan Psikoterapi","S1","","1141/SK/BAN-PT/Ak-PNB/S/I/2020","2020","B","2024-04-09","Masih berlaku"
"STMIK Bina Insani","Manajemen Informatika","D-III","04","1181/SK/BAN-PT/Ak-PPJ/Dipl-III/I/2020","2020","B","-","Masih berlaku"
"Institut Agama Islam Ibrahimy (IAII) Sukorejo Situbondo","Ekonomi Syari'ah","S1","","1196/SK/BAN-PT/Ak-PPJ/S/I/2020","2020","C","-","Masih berlaku"
"Sekolah Tinggi Ilmu Tarbiyah Kupang","Pendidikan Agama Islam","S1","","1219/SK/BAN-PT/Ak-PPJ/S/I/2020","2020","C","-","Masih berlaku"
"Sekolah Tinggi Komputer Al Ma Soem","Manajemen Informatika","D-III","04","1211/SK/BAN-PT/Ak-PPJ/Dipl-III/I/2020","2020","C","-","Masih berlaku"
"IKIP Veteran Jawa Tengah","Pendidikan Pancasila Dan Kewarganegaraan","S1","06","1260/SK/BAN-PT/Ak-PKP/S/I/2020","2020","C","-","Masih berlaku"
"AKADEMI KEBIDANAN MUHAMMADIYAH BANDA ACEH, BANDA ACEH","KEBIDANAN","D-III","13","0021/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"AKADEMI KEBIDANAN PARAMATA RAHA, MUNA","KEBIDANAN","D-III","09","0023/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"AKADEMI KEBIDANAN PUBLIC HEALTH MEDICAL NURSING MEULABOH, MEULABOH","KEBIDANAN","D-III","13","0020/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"AKADEMI KEPERAWATAN RSPAD GATOT SUBROTO, JAKARTA ","KEPERAWATAN","D-III","03","0011/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"INSTITUT KESEHATAN DELI HUSADA DELI TUA, DELI SERDANG","KEBIDANAN","S1","01","0015/LAM-PTKes/Akr/Sar/I/2020","2020","C","2025-01-23","Masih berlaku"
"INSTITUT KESEHATAN DELI HUSADA DELI TUA, DELI SERDANG","BIDAN","-","01","0016/LAM-PTKes/Akr/Pro/I/2020","2020","C","2025-01-23","Masih berlaku"
"INSTITUT KESEHATAN INDONESIA, JAKARTA","KESEHATAN MASYARAKAT","S1","03","0033/LAM-PTKes/Akr/Sar/I/2020","2020","B","2025-01-23","Masih berlaku"
"INSTITUT KESEHATAN MEDISTRA LUBUK PAKAM, DELI SERDANG","APOTEKER","-","01","0027/LAM-PTKes/Akr/Pro/I/2020","2020","C","2025-01-23","Masih berlaku"
"INSTITUT TEKNOLOGI DAN KESEHATAN BALI, DENPASAR","KEPERAWATAN","S1","08","0002/LAM-PTKes/Akr/Sar/I/2020","2020","B","2025-01-23","Masih berlaku"
"INSTITUT TEKNOLOGI DAN KESEHATAN BALI, DENPASAR","NERS","-","08","0003/LAM-PTKes/Akr/Pro/I/2020","2020","B","2025-01-23","Masih berlaku"
"POLITEKNIK BANJARNEGARA, BANJARNEGARA","KESEHATAN LINGKUNGAN","D-III","06","0036/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAKARTA III, BEKASI","KEBIDANAN","D-III","","0022/LAM-PTKes/Akr/Dip/I/2020","2020","A","2025-01-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALANG, MALANG","KEBIDANAN","D-III","","0024/LAM-PTKes/Akr/Dip/I/2020","2020","A","2025-01-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALANG, MALANG (KAMPUS KAB. TRENGGALEK)","KEPERAWATAN","D-III","","0008/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PONTIANAK, PONTIANAK","GIZI","-","","0038/LAM-PTKes/Akr/Dip/I/2020","2020","A","2025-01-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SEMARANG, SEMARANG","KEBIDANAN","-","","0017/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SEMARANG, SEMARANG","BIDAN","Profesi","","0018/LAM-PTKes/Akr/Pro/I/2020","2020","B","2025-01-23","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SURABAYA, SURABAYA (KAMPUS SOETOMO)","KEPERAWATAN","D-III","","0012/LAM-PTKes/Akr/Dip/I/2020","2020","A","2025-01-23","Masih berlaku"
"SEKOLAH TINGGI FARMASI MAHAGANESHA, DENPASAR","FARMASI","D-III","08","0030/LAM-PTKes/Akr/Dip/I/2020","2020","C","2025-01-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN BINA BANGSA MAJENE, MAJENE","KEPERAWATAN","D-III","09","0009/LAM-PTKes/Akr/Dip/I/2020","2020","C","2025-01-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN BINA MANDIRI GORONTALO, GORONTALO","ADMINISTRASI RUMAH SAKIT","S1","16","0032/LAM-PTKes/Akr/Sar/I/2020","2020","C","2025-01-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PAYUNG NEGERI ACEH DARUSSALAM, BENER MERIAH","KESEHATAN MASYARAKAT","S1","13","0034/LAM-PTKes/Akr/Sar/I/2020","2020","B","2025-01-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN SUKABUMI, SUKABUMI","KEPERAWATAN","D-III","04","0010/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN TRI MANDIRI SAKTI BENGKULU, BENGKULU","KESEHATAN MASYARAKAT","S1","02","0035/LAM-PTKes/Akr/Sar/I/2020","2020","B","2025-01-23","Masih berlaku"
"UNIVERSITAS HASANUDDIN, MAKASSAR","KEDOKTERAN HEWAN","S1","","0039/LAM-PTKes/Akr/Sar/I/2020","2020","B","2025-01-23","Masih berlaku"
"UNIVERSITAS HASANUDDIN, MAKASSAR","DOKTER HEWAN","Profesi","","0040/LAM-PTKes/Akr/Pro/I/2020","2020","B","2025-01-23","Masih berlaku"
"UNIVERSITAS ISLAM NEGERI ALAUDDIN MAKASSAR, MAKASSAR","KESEHATAN MASYARAKAT","S1","","0031/LAM-PTKes/Akr/Sar/I/2020","2020","B","2025-01-23","Masih berlaku"
"UNIVERSITAS MITRA INDONESIA, BANDAR LAMPUNG","GIZI","S1","02","0037/LAM-PTKes/Akr/Sar/I/2020","2020","C","2025-01-23","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH JAKARTA","KEPERAWATAN","S1","03","0004/LAM-PTKes/Akr/Sar/I/2020","2020","A","2025-01-23","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH JAKARTA","NERS","-","03","0005/LAM-PTKes/Akr/Pro/I/2020","2020","A","2025-01-23","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR, SAMARINDA","FARMASI","S1","11","0028/LAM-PTKes/Akr/Sar/I/2020","2020","C","2025-01-23","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH PALOPO, PALOPO","KEBIDANAN","D-III","09","0025/LAM-PTKes/Akr/Dip/I/2020","2020","B","2025-01-23","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH PURWOKERTO, BANYUMAS","KEBIDANAN","S1","06","0013/LAM-PTKes/Akr/Sar/I/2020","2020","C","2025-01-23","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH PURWOKERTO, BANYUMAS","BIDAN","-","06","0014/LAM-PTKes/Akr/Pro/I/2020","2020","C","2025-01-23","Masih berlaku"
"UNIVERSITAS SAHID SURAKARTA, SURAKARTA","FARMASI","S1","06","0029/LAM-PTKes/Akr/Sar/I/2020","2020","C","2025-01-23","Masih berlaku"
"UNIVERSITAS SEBELAS MARET, SURAKARTA","KEBIDANAN","-","","0019/LAM-PTKes/Akr/Dip/I/2020","2020","A","2025-01-23","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa","Akuntansi","S1","03","949/SK/BAN-PT/Akred/S/I/2020","2020","Baik","2025-01-14","Masih berlaku"
"Institut Sains Dan Teknologi Nasional","Fisika","S1","03","950/SK/BAN-PT/Akred/S/I/2020","2020","Baik","2025-01-14","Masih berlaku"
"Institut Agama Islam Negeri Madura","Komunikasi Dan Penyiaran Islam","S1","","1350/SK/BAN-PT/Akred/S/II/2020","2020","B","2024-12-26","Masih berlaku"
"Universitas Sampoerna","Teknik Industri","S1","03","1318/SK/BAN-PT/Akred/S/II/2020","2020","Baik","2025-02-04","Masih berlaku"
"Universitas Pelita Bangsa","Teknik Lingkungan","S1","04","1277/SK/BAN-PT/Ak-PNB/S/II/2020","2020","B","2023-08-27","Masih berlaku"
"Universitas Pelita Bangsa","Manajemen","S1","04","1278/SK/BAN-PT/Ak-PNB/S/II/2020","2020","B","2023-09-12","Masih berlaku"
"Universitas Pelita Bangsa","Akuntansi","D-III","04","1279/SK/BAN-PT/Ak-PNB/Dipl-III/II/2020","2020","B","2023-09-04","Masih berlaku"
"Universitas Katolik Widya Mandala Surabaya","Pendidikan Bahasa Indonesia (kampus Kota Madiun)","S1","07","1291/SK/BAN-PT/Ak-PNB/S/II/2020","2020","B","2023-05-08","Masih berlaku"
"Universitas Pelita Bangsa","Arsitektur","S1","04","1425/SK/BAN-PT/Ak-PNB/S/II/2020","2020","B","2023-08-21","Masih berlaku"
"Institut Hindu Dharma Negeri Denpasar","Dharma Acarya (Ilmu Pendidikan Agama Hindu)","S2","","1461/SK/BAN-PT/Ak-PKP/M/II/2020","2020","C","-","Masih berlaku"
"STAI Al-Hikmah Medan, Sumatera Utara","Perbankan Syariah","S1","","1430/SK/BAN-PT/Ak-PKP/S/II/2020","2020","C","-","Masih berlaku"
"Sekolah Tinggi Pariwisata Bandung","Industri Perjalanan Wisata","S1","","1468/SK/BAN-PT/Akred/S/II/2020","2020","A","2025-02-12","Masih berlaku"
"Universitas Terbuka","Pendidikan Bahasa Inggris","S2","","1469/SK/BAN-PT/Akred/M/II/2020","2020","B","2024-07-29","Masih berlaku"
"Akademi Akuntansi Bina Insani","Akuntansi","D-III","04","1500/SK/BAN-PT/Ak-PPJ/Dipl-III/II/2020","2020","B","-","Masih berlaku"
"Sekolah Tinggi Teknologi Mitra Karya","Teknik Elektro","S1","04","1515/SK/BAN-PT/Ak-PPJ/S/II/2020","2020","C","-","Masih berlaku"
"Universitas Binawan","Bahasa Inggris","S1","03","1584/SK/BAN-PT/Ak-PKP/S/II/2020","2020","C","-","Masih berlaku"
"AKADEMI FARMASI PRAYOGA PADANG, PADANG","FARMASI","D-III","10","0093/LAM-PTKes/Akr/Dip/II/2020","2020","C","2025-02-27","Masih berlaku"
"AKADEMI KEBIDANAN MULIA MADANI YOGYAKARTA, YOGYAKARTA","KEBIDANAN","D-III","05","0081/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"AKADEMI KEBIDANAN PONDOK PESANTREN ASSANADIYAH, PALEMBANG","KEBIDANAN","D-III","02","0086/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"AKADEMI KEPERAWATAN BAITUL HIKMAH, BANDAR LAMPUNG","KEPERAWATAN","D-III","02","0077/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"AKADEMI KEPERAWATAN BUNDA DELIMA, BANDAR LAMPUNG","KEPERAWATAN","D-III","02","0075/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"AKADEMI TERAPI WICARA, JAKARTA","TERAPI WICARA","D-III","03","0121/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"INSTITUT KESEHATAN HELVETIA, MEDAN","KESEHATAN MASYARAKAT","S2","01","0094/LAM-PTKes/Akr/Mag/II/2020","2020","Baik","2025-02-27","Masih berlaku"
"INSTITUT KESEHATAN INDONESIA, JAKARTA","ILMU GIZI","S1","03","0101/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN ACEH, BANDA ACEH","TERAPI GIGI","-","","0111/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN BANDUNG, BANDUNG","TEKNOLOGI LABORATORIUM MEDIS","-","","0107/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN BANDUNG, BANDUNG","TEKNOLOGI LABORATORIUM MEDIS","D-III","","0115/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAYAPURA, JAYAPURA","GIZI","D-III","","0105/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","KEPERAWATAN","D-III","","0072/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","SANITASI LINGKUNGAN","-","","0099/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","SANITASI","D-III","","0100/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","GIZI DAN DIETETIKA","-","","0103/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","GIZI","D-III","","0104/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","FISIOTERAPI","-","","0109/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","TERAPI GIGI","-","","0110/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","FISIOTERAPI","D-III","","0116/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR","KESEHATAN GIGI","D-III","","0124/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR (KAMPUS PARE-PARE)","KEPERAWATAN ","D-III","","0076/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALANG, MALANG","KEPERAWATAN","-","","0064/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALANG, MALANG","NERS","-","","0065/LAM-PTKes/Akr/Pro/II/2020","2020","B","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SURAKARTA, SURAKARTA","FISIOTERAPI","-","","0108/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SURAKARTA, SURAKARTA","FISIOTERAPI","D-III","","0114/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN SURAKARTA, SURAKARTA","AKUPUNKTUR","D-III","","0118/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU FARMASI RIAU, PEKANBARU","FARMASI","D-III","10","0092/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN AISYIYAH SURAKARTA, SURAKARTA","KEPERAWATAN","D-III","06","0074/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN BHAKTI MANDALA HUSADA, SLAWI","FARMASI","S1","06","0088/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN BORNEO CENDEKIA MEDIKA, KOTAWARINGIN BARAT","KEPERAWATAN","S1","11","0069/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN BUDI KEMULIAAN, JAKARTA","KEBIDANAN","S1","03","0078/LAM-PTKes/Akr/Sar/II/2020","2020","C","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN BUDI KEMULIAAN, JAKARTA","BIDAN","-","03","0079/LAM-PTKes/Akr/Pro/II/2020","2020","C","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN GARUT, GARUT","KESEHATAN MASYARAKAT","S1","04","0096/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN GETSEMPENA LHOKSUKON, BANDA ACEH","ILMU KEPERAWATAN","S1","13","0056/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN GETSEMPENA LHOKSUKON, BANDA ACEH","NERS","-","13","0057/LAM-PTKes/Akr/Pro/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH PEKANBARU, PEKANBARU","KEPERAWATAN","S1","10","0060/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH PEKANBARU, PEKANBARU","NERS","Profesi","10","0061/LAM-PTKes/Akr/Pro/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH PEKANBARU, PEKANBARU","KEBIDANAN","D-III","10","0080/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH PEKANBARU, PEKANBARU","REKAM MEDIK DAN INFORMASI KESEHATAN","D-III","10","0123/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN IMMANUEL BANDUNG, BANDUNG","ILMU KEPERAWATAN","S1","04","0054/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN IMMANUEL BANDUNG, BANDUNG","NERS","Profesi","04","0055/LAM-PTKes/Akr/Pro/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN KARYA KESEHATAN, KENDARI","KEPERAWATAN","S1","09","0070/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN MANDALA WALUYA KENDARI, KENDARI","TEKNOLOGI LABORATORIUM MEDIS","D-IV","09","0112/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PERINTIS PADANG, PADANG ","KEPERAWATAN","S1","10","0066/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PERINTIS PADANG, PADANG ","NERS","Profesi","10","0067/LAM-PTKes/Akr/Pro/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PERINTIS PADANG, PADANG ","KEPERAWATAN","D-III","10","0073/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PERINTIS PADANG, PADANG ","KEBIDANAN","D-III","10","0084/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN SALSABILA SERANG, SERANG","FARMASI","S1","04","0091/LAM-PTKes/Akr/Sar/II/2020","2020","C","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN SANTO BORROMEUS","PEREKAM DAN INFORMASI KESEHATAN","D-III","04","0119/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN YATSI, TANGERANG","KEBIDANAN","D-III","04","0085/LAM-PTKes/Akr/Dip/II/2020","2020","Baik","2025-02-27","Masih berlaku"
"Universitas Islam Riau","Pendidikan Guru Sekolah Dasar","S1","10","1046/SK/BAN-PT/Akred/S/II/2021","2021","Baik","2026-02-23","Masih berlaku"
"UNIVERSITAS AIRLANGGA","TEKNOLOGI LABORATORIUM MEDIS","D-III","","0120/LAM-PTKes/Akr/Dip/II/2020","2020","A","2025-02-27","Masih berlaku"
"UNIVERSITAS AISYAH PRINGSEWU, PRINGSEWU","GIZI","S1","02","0102/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"UNIVERSITAS AISYIYAH YOGYAKARTA, YOGYAKARTA","KEBIDANAN","D-III","05","0083/LAM-PTKes/Akr/Dip/II/2020","2020","Unggul","2025-02-27","Masih berlaku"
"UNIVERSITAS BRAWIJAYA, MALANG","UROLOGI","Spesialis","","0044/LAM-PTKes/Akr/Spe/II/2020","2020","A","2025-02-27","Masih berlaku"
"UNIVERSITAS EFARINA, SIMALUNGUN","RADIODIAGNOSTIK DAN RADIOTERAPI","D-III","01","0117/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"UNIVERSITAS GALUH, CIAMIS","KEBIDANAN","D-III","04","0082/LAM-PTKes/Akr/Dip/II/2020","2020","B","2025-02-27","Masih berlaku"
"UNIVERSITAS HASANUDDIN, MAKASSAR","MIKROBIOLOGI KLINIK","Spesialis","","0041/LAM-PTKes/Akr/Spe/II/2020","2020","B","2025-02-27","Masih berlaku"
"UNIVERSITAS INDONESIA TIMUR, MAKASSAR","FARMASI","S1","09","0089/LAM-PTKes/Akr/Sar/II/2020","2020","C","2025-02-27","Masih berlaku"
"Universitas Jember","FARMASI","S1","","0090/LAM-PTKes/Akr/Sar/II/2020","2020","A","2025-02-27","Masih berlaku"
"UNIVERSITAS KRISTEN INDONESIA, JAKARTA","PENDIDIKAN DOKTER","S1","03","0046/LAM-PTKes/Akr/Sar/II/2020","2020","B","2025-02-27","Masih berlaku"
"UNIVERSITAS KRISTEN INDONESIA, JAKARTA","DOKTER","Profesi","03","0047/LAM-PTKes/Akr/Pro/II/2020","2020","B","2025-02-27","Masih berlaku"
"UNIVERSITAS LAMBUNG MANGKURAT, BANJARMASIN","KESEHATAN ANAK","Spesialis","","0042/LAM-PTKes/Akr/Spe/II/2020","2020","B","2025-02-27","Masih berlaku"
